,US S&P 500,EU Stoxx 600,Japan Nikkei 225,MSCI EM USD,US HY,EU HY,BCOM Energy,BCOM Industrial Metals,BCOM Gold,Dollar Index,US 10Y Bond,Germany Bund 10Y
2008-05-07,2102.36,506.83,18396.67,430.235,145.4677,106.53299999999999,358.7303,221.0256,116.06700000000001,873.341,672.952,672.2360000000001
2008-05-08,2110.15,506.74,18188.97,426.85,145.30100000000002,106.4549,359.1444,217.2297,117.515,870.845,677.579,678.69
2008-05-09,2096.26,500.43,17813.38,424.091,145.0927,106.3378,367.6285,214.4278,118.012,867.752,679.3789999999999,682.83
2008-05-12,2119.41,502.18,17928.2,426.11800000000005,145.287,106.4975,361.3703,216.4678,117.89200000000001,864.612,679.1669999999999,682.0110000000001
2008-05-13,2118.93,501.74,18202.63,430.32099999999997,144.7437,106.6127,366.6337,218.7316,115.87200000000001,867.841,671.632,677.441
2008-05-14,2127.67,504.49,18417.64,431.043,144.9881,106.7683,365.9699,216.5598,115.461,870.2310000000001,669.2180000000001,673.173
2008-05-15,2150.47,506.42,18591.39,436.035,145.2607,106.9536,363.3253,219.9389,117.225,871.485,674.028,669.538
2008-05-16,2153.2,509.08,18549.31,442.82800000000003,145.4283,107.3432,363.6854,223.3853,119.87700000000001,863.709,673.607,672.551
2008-05-19,2155.19,514.51,18614.7,446.277,145.7728,107.7372,362.5233,219.7301,120.685,866.6239999999999,674.87,669.995
2008-05-20,2135.19,504.05,18471.83,440.754,145.8141,107.8773,372.1006,219.5234,122.595,858.38,678.666,672.206
2008-05-21,2101.02,500.04,18166.85,440.575,145.5395,107.87700000000001,382.8136,217.8356,123.735,854.732,676.439,668.1060000000001
2008-05-22,2106.8,502.26,18234.89,436.61,145.6464,107.788,380.5468,213.6326,122.383,856.409,670.309,666.1010000000001
2008-05-23,2078.98,493.96,18278.9,431.653,145.5249,107.6613,383.5203,215.3778,123.39,852.123,675.546,668.699
2008-05-26,2078.98,492.99,17858.84,426.466,145.5249,107.6806,383.5203,215.3778,123.39,852.123,675.546,667.1610000000001
2008-05-27,2093.22,491.38,18124.34,426.017,145.0662,107.4836,377.7862,213.9738,121.03,856.189,670.822,666.294
2008-05-28,2101.8,496.07,17884.47,427.274,144.7542,107.4344,382.1318,211.3043,119.99600000000001,859.8380000000001,666.0,663.829
2008-05-29,2113.19,497.41,18425.89,429.605,144.5973,107.3755,368.3763,204.1087,116.90700000000001,866.071,662.878,658.916
2008-05-30,2116.41,499.47,18705.15,432.54400000000004,144.8086,107.4427,371.8309,206.7001,118.206,864.8489999999999,664.535,661.091
2008-06-02,2094.23,493.77,18837.69,431.841,144.7794,107.331,376.7747,206.0123,118.935,863.451,670.454,663.801
2008-06-03,2082.16,497.86,18536.38,425.74,144.2909,107.1397,374.6299,205.1959,117.41,869.5060000000001,676.1110000000001,659.005
2008-06-04,2082.2,492.13,18831.73,419.652,144.0659,106.8966,371.3136,204.09599999999998,117.185,869.107,674.632,661.8389999999999
2008-06-05,2122.91,491.43,18708.52,423.61800000000005,143.6821,106.8223,382.473,204.3448,116.084,866.175,670.0989999999999,657.09
2008-06-06,2057.5,481.62,18902.01,423.051,144.4293,106.7968,402.6878,207.1207,119.2,858.41,675.125,660.179
2008-06-09,2059.19,479.17,18500.13,417.598,144.0645,106.5987,394.1039,206.8619,119.081,861.669,670.273,656.2180000000001
2008-06-10,2054.17,475.91,18291.13,407.163,143.9421,106.4059,387.1372,206.5562,115.514,871.3789999999999,663.675,655.168
2008-06-11,2019.77,467.83,18502.87,404.785,143.9311,106.1909,399.4295,206.7281,117.066,867.075,665.438,653.268
2008-06-12,2026.5,472.06,18118.19,401.86400000000003,143.262,106.1304,401.9584,206.2172,115.62,875.1419999999999,658.2639999999999,650.263
2008-06-13,2057.02,474.58,18229.25,400.787,143.4505,106.0853,395.9486,207.02700000000002,115.766,876.5160000000001,656.1039999999999,646.686
2008-06-16,2057.19,473.37,18725.81,405.47,143.5206,106.0436,399.5549,209.1045,117.516,870.8710000000001,657.437,648.109
2008-06-17,2043.27,475.63,18717.98,409.417,143.6528,106.2101,398.4846,210.6444,117.596,869.798,660.005,648.822
2008-06-18,2023.45,468.52,18854.24,407.631,143.7035,106.1369,405.6126,214.5852,118.471,869.6669999999999,664.336,649.471
2008-06-19,2031.42,466.2,18433.33,403.394,143.289,105.8076,393.8793,213.2655,119.89,869.556,660.703,646.2230000000001
2008-06-20,1993.76,458.18,18188.23,397.584,143.0653,105.2562,399.9671,216.7101,119.824,864.2180000000001,664.832,649.196
2008-06-23,1993.87,457.87,18077.75,393.744,142.438,104.8601,404.8372,215.3432,117.63600000000001,869.4860000000001,663.2739999999999,650.624
2008-06-24,1988.28,454.34,18067.54,390.83,142.3915,104.6279,403.167,213.0451,118.219,865.7719999999999,667.834,651.275
2008-06-25,1999.97,459.94,18053.82,396.13800000000003,140.9008,104.4238,395.6985,211.4183,116.986,867.0930000000001,666.791,650.428
2008-06-26,1941.66,448.11,18045.14,393.82599999999996,140.3916,104.029,408.9474,215.2214,121.335,858.227,672.625,655.5010000000001
2008-06-27,1934.48,446.35,17682.16,388.51,139.0904,103.6983,409.4988,216.4551,123.48299999999999,856.451,673.7810000000001,656.419
2008-06-30,1936.94,449.55,17602.0,389.39599999999996,139.3322,103.652,410.7958,216.2556,123.085,857.79,674.413,651.168
2008-07-01,1944.63,439.71,17578.26,382.83,138.5614,102.6077,414.3939,217.5769,125.23299999999999,854.455,674.097,650.061
2008-07-02,1909.3,436.15,17347.38,378.825,138.3321,102.4343,417.7424,221.0234,125.499,852.22,676.414,648.306
2008-07-03,1911.41,439.87,17320.0,370.38,138.5187,102.0981,422.7324,216.7871,123.788,859.938,677.365,652.779
2008-07-04,1911.41,434.34,17284.08,369.26800000000003,138.5187,101.8171,422.7324,216.7871,123.788,859.637,677.365,656.63
2008-07-07,1895.41,440.03,17443.57,372.17900000000003,139.0809,102.2316,408.5982,218.7218,123.152,859.334,680.6460000000001,660.701
2008-07-08,1928.31,433.5,17016.7,366.651,138.4157,101.7058,392.093,209.6229,122.42200000000001,863.0889999999999,683.305,661.428
2008-07-09,1884.53,441.22,17041.55,371.81300000000005,137.9632,101.2096,388.1021,213.8083,123.132,858.8430000000001,685.12,661.825
2008-07-10,1897.7,432.03,17061.24,371.712,138.3162,101.4161,401.7217,218.1092,124.911,857.11,686.298,662.6189999999999
2008-07-11,1876.76,420.25,17025.31,374.045,138.1033,101.5947,401.709,219.4932,127.38600000000001,850.9889999999999,677.7189999999999,660.8960000000001
2008-07-14,1859.81,423.52,16986.75,374.13800000000003,138.0132,101.5351,402.3546,218.3045,129.108,849.31,681.425,662.35
2008-07-15,1839.56,414.27,16653.03,364.575,137.6779,101.2165,385.4691,212.6907,129.751,847.495,684.513,663.278
2008-07-16,1885.84,417.39,16661.18,364.796,137.7361,101.0796,377.6372,208.0,127.639,850.95,680.77,662.482
2008-07-17,1908.53,429.46,16827.19,370.42199999999997,137.6094,100.8798,358.5578,210.388,128.701,850.6510000000001,674.069,659.9639999999999
2008-07-18,1909.09,436.34,16717.19,367.142,138.2003,100.8923,357.6168,206.1238,127.035,852.36,672.173,652.903
2008-07-21,1908.09,438.94,16717.19,374.115,138.3632,101.1185,360.7818,207.2875,127.796,851.206,673.2230000000001,648.659
2008-07-22,1933.86,436.67,17214.98,372.11400000000003,138.7817,101.1217,349.8236,206.9802,125.77600000000001,856.22,671.2239999999999,648.724
2008-07-23,1941.72,445.81,17382.06,377.26599999999996,138.8566,101.2761,338.9227,205.8768,122.391,859.1310000000001,668.183,647.1669999999999
2008-07-24,1896.85,438.73,17761.2,374.838,139.3224,101.2075,334.7012,200.5984,122.31200000000001,862.118,675.804,652.279
2008-07-25,1904.77,438.01,17410.57,368.30199999999996,139.1881,101.3473,328.1628,201.2684,122.916,860.3660000000001,670.947,651.3009999999999
2008-07-28,1869.34,433.31,17436.19,368.26599999999996,139.4211,101.3688,331.4962,203.9533,123.03399999999999,857.717,676.503,654.753
2008-07-29,1913.12,434.74,17182.45,365.212,139.1789,101.214,326.0926,200.6391,121.538,865.903,675.446,658.0269999999999
2008-07-30,1945.1,441.6,17454.48,373.55199999999996,138.726,101.5114,334.7228,202.3897,119.68799999999999,865.9010000000001,675.446,660.725
2008-07-31,1919.81,441.22,17466.26,374.708,138.974,101.5825,328.2905,203.2403,121.053,865.203,680.301,663.7639999999999
2008-08-01,1909.1,435.85,17097.76,370.389,138.7621,101.2734,332.6581,199.3657,120.37100000000001,866.335,681.683,663.8969999999999
2008-08-04,1892.01,431.72,16887.01,362.695,138.5974,101.1648,318.3258,193.6545,119.111,867.238,680.405,665.689
2008-08-05,1946.47,443.26,16862.83,359.528,138.4565,101.0662,314.5122,192.9888,116.251,872.538,679.448,666.355
2008-08-06,1953.62,447.67,17307.07,364.145,138.3393,101.1976,313.8356,193.7078,115.844,875.4689999999999,677.962,666.0219999999999
2008-08-07,1918.72,446.47,17137.46,362.69699999999995,138.4848,101.1708,313.5309,194.6842,115.175,880.076,685.4830000000001,670.2180000000001
2008-08-08,1964.57,450.22,17194.15,356.244,138.0099,101.1707,301.814,189.5332,113.45700000000001,893.855,683.555,670.888
2008-08-11,1978.54,456.1,17536.9,356.48199999999997,138.1548,101.2709,301.7334,187.9488,108.66799999999999,898.3489999999999,680.564,670.0830000000001
2008-08-12,1954.76,454.2,17370.67,353.621,138.3448,101.391,299.1507,184.0111,106.87100000000001,900.4910000000001,686.306,672.3610000000001
2008-08-13,1949.51,442.9,17004.38,350.579,138.3513,101.6935,305.423,189.4858,109.088,899.5369999999999,684.1610000000001,673.9069999999999
2008-08-14,1960.32,445.3,16917.88,354.275,138.5812,101.8608,300.4357,187.2378,106.85799999999999,905.5110000000001,686.94,673.368
2008-08-15,1968.48,447.38,17000.11,349.97,138.514,102.1475,298.4628,187.6191,103.919,911.013,688.872,675.052
2008-08-18,1938.85,446.92,17190.8,345.881,138.9003,102.1128,293.9977,185.9284,105.70299999999999,907.923,690.9169999999999,676.4689999999999
2008-08-19,1920.91,435.64,16798.55,339.721,139.1257,102.0616,297.4507,191.4713,107.15899999999999,905.91,690.053,675.928
2008-08-20,1932.91,437.67,16781.11,346.441,138.9586,102.0647,300.8171,190.8654,107.094,910.686,692.7489999999999,677.3480000000001
2008-08-21,1937.82,434.06,16651.21,344.93800000000005,138.7437,102.0539,312.4257,199.4422,110.072,898.9960000000001,690.368,674.706
2008-08-22,1959.93,442.45,16538.69,344.616,138.5377,102.0227,296.8771,194.8373,109.35,904.1139999999999,688.318,672.7489999999999
2008-08-25,1921.48,439.84,16816.32,342.53,138.8921,102.1192,297.7437,194.9459,108.32700000000001,904.1139999999999,693.803,677.997
2008-08-26,1928.58,440.76,16691.27,338.32599999999996,138.832,102.1275,304.7334,191.9267,108.64200000000001,912.315,693.613,678.065
2008-08-27,1944.21,441.57,16657.64,343.832,139.0053,102.1633,310.3041,194.0545,109.416,910.9110000000001,695.13,674.403
2008-08-28,1973.28,447.76,16677.61,345.001,138.8862,102.3305,300.096,191.0379,109.836,909.7639999999999,694.288,674.673
2008-08-29,1946.27,449.27,17075.5,344.778,139.1459,102.5215,298.3612,190.19099999999997,109.573,913.1239999999999,692.9860000000001,674.74
2008-09-01,1946.27,447.72,16763.73,336.999,139.0919,102.5611,298.3612,190.19099999999997,109.573,915.453,692.9860000000001,677.169
2008-09-02,1938.35,452.25,16470.22,334.845,139.1687,102.8094,281.7404,185.972,106.333,919.827,697.967,675.07
2008-09-03,1935.09,445.37,16574.87,328.87300000000005,139.5828,102.8284,281.4337,186.4647,106.031,921.5169999999999,700.693,676.437
2008-09-04,1877.22,433.84,16402.55,322.154,139.7602,102.8356,279.3352,185.4391,105.375,925.2,702.992,680.293
2008-09-05,1885.59,424.57,15951.36,315.093,139.5031,102.8815,277.8893,179.6229,105.323,930.197,700.795,684.885
2008-09-08,1924.49,438.77,16489.81,325.528,140.0849,103.0417,278.5731,179.993,105.28299999999999,938.435,699.372,680.365
2008-09-09,1858.79,436.12,16197.47,313.361,140.0961,103.0524,272.5505,177.5817,103.906,933.696,702.8689999999999,682.814
2008-09-10,1870.29,432.69,16126.91,309.931,139.7041,102.9959,269.3166,179.1829,100.035,940.955,700.0139999999999,681.8580000000001
2008-09-11,1896.54,430.06,15808.03,303.046,139.7396,102.9039,266.0942,179.7089,97.805,945.985,701.217,680.835
2008-09-12,1900.58,437.46,15954.66,308.825,139.6146,102.8705,268.1198,184.3147,100.29799999999999,932.2360000000001,696.2869999999999,675.1160000000001
2008-09-15,1811.0,422.32,15954.66,298.133,138.97899999999998,102.0005,258.4277,177.722,103.25,930.007,710.539,681.462
2008-09-16,1842.72,411.17,15164.37,283.47,136.8482,100.7803,249.6416,174.8106,102.397,931.4069999999999,708.2080000000001,685.1419999999999
2008-09-17,1755.9,402.63,15347.33,277.817,135.9549,100.3174,266.3167,172.19,111.581,928.942,714.294,684.388
2008-09-18,1832.41,400.64,15007.08,277.439,134.3705,99.8166,263.70799999999997,172.1951,117.681,914.436,713.7360000000001,684.115
2008-09-19,1906.16,434.05,15570.77,305.561,134.4974,99.6006,271.1412,176.6388,113.444,917.895,693.439,673.5110000000001
2008-09-22,1833.34,425.06,15792.47,308.79900000000004,135.727,99.4821,282.7495,179.8729,119.255,900.8860000000001,689.972,670.143
2008-09-23,1804.7,417.19,15792.47,300.075,135.4964,99.1272,280.52,175.4527,116.92,902.9060000000001,688.0310000000001,670.612
2008-09-24,1801.14,414.68,15824.39,300.433,135.1318,98.5692,276.6878,174.4813,117.419,904.418,690.6110000000001,675.24
2008-09-25,1836.55,423.03,15792.56,302.967,133.6816,98.0896,280.6228,175.2833,115.713,909.41,684.46,670.783
2008-09-26,1842.66,415.09,15643.44,297.697,131.6455,97.1092,274.969,172.93099999999998,116.566,906.821,687.668,674.003
2008-09-29,1680.75,392.46,15446.73,280.13599999999997,130.4528,96.5863,252.9148,166.3868,117.34,916.9119999999999,699.81,685.326
2008-09-30,1771.86,399.68,14810.44,284.441,128.7993,95.3321,262.5684,164.6904,115.556,933.534,686.1419999999999,682.448
2008-10-01,1764.0,402.35,14953.02,284.172,127.2704,94.4274,262.0751,162.3247,116.40899999999999,935.669,689.3580000000001,684.495
2008-10-02,1693.12,396.88,14672.2,274.539,125.28,93.6171,251.27599999999998,154.015,110.76700000000001,947.204,692.159,686.8910000000001
2008-10-03,1670.28,408.09,14387.27,268.118,122.5,92.3287,248.8143,156.5402,109.311,949.0989999999999,695.62,686.41
2008-10-06,1605.96,376.99,13775.58,242.69099999999997,121.1953,91.7578,231.6671,148.2897,113.64,958.788,709.315,696.8430000000001
2008-10-07,1513.8,375.77,13358.37,238.33900000000003,118.4742,90.1708,233.7058,150.2289,115.713,954.0419999999999,703.441,696.007
2008-10-08,1497.21,353.33,12105.41,219.093,117.7839,88.5807,232.0038,142.8154,118.927,950.6339999999999,687.943,694.615
2008-10-09,1383.18,346.26,12045.13,223.81599999999997,115.8534,87.37899999999999,229.8701,146.2402,116.304,956.217,678.2689999999999,689.475
2008-10-10,1367.01,320.3,10886.24,214.063,114.2849,84.9947,212.4395,136.3203,112.696,966.4989999999999,678.375,684.442
2008-10-13,1525.32,351.91,10886.24,229.91099999999997,114.2849,83.0904,220.5229,141.7303,110.531,963.961,678.375,678.008
2008-10-14,1517.21,362.61,12426.68,243.697,109.7518,83.3502,216.0865,143.523,110.137,957.238,668.835,674.957
2008-10-15,1380.23,339.14,12558.08,225.458,108.4334,83.0563,207.4827,134.4753,110.072,965.179,667.685,674.89
2008-10-16,1438.93,322.32,11125.66,208.542,105.9536,82.2233,200.7939,129.5405,105.546,971.872,669.8760000000001,678.6010000000001
2008-10-17,1430.01,334.61,11435.25,205.606,105.0065,81.4628,204.7567,132.7102,103.34200000000001,969.3839999999999,667.3639999999999,680.1619999999999
2008-10-20,1498.19,346.71,11845.33,213.832,105.4378,80.8451,207.2201,128.6723,103.64299999999999,979.013,674.663,680.298
2008-10-21,1452.06,344.98,12240.8,210.07,107.5553,80.5882,205.3141,124.4439,100.757,990.548,684.678,683.428
2008-10-22,1363.67,327.32,11410.09,193.58700000000002,108.4034,79.9922,195.513,118.4643,96.454,1004.6089999999999,689.813,692.927
2008-10-23,1380.93,325.99,11128.99,186.21900000000002,107.818,77.4457,193.1354,117.2765,93.764,1007.15,693.909,692.997
2008-10-24,1333.28,310.52,10061.07,171.41299999999998,107.2054,76.3941,185.6216,113.95200000000001,95.811,1012.6360000000001,688.922,696.046
2008-10-27,1290.93,304.63,9421.58,164.514,105.4625,75.483,182.6756,119.5585,97.464,1019.4910000000001,688.922,696.255
2008-10-28,1430.2,311.5,10025.34,175.59099999999998,104.5908,75.0732,182.7238,123.096,97.149,1030.218,683.6469999999999,697.02
2008-10-29,1414.51,333.89,10801.31,183.79,104.6157,75.653,194.053,132.0542,98.92,996.238,681.617,695.2080000000001
2008-10-30,1451.19,337.84,11877.11,203.269,105.2139,76.6646,187.8358,122.4263,96.887,996.475,678.315,697.0160000000001
2008-10-31,1473.49,346.95,11281.34,206.59599999999998,106.5449,76.9132,195.0614,120.3269,94.22399999999999,1007.7760000000001,674.923,688.0239999999999
2008-11-03,1469.78,349.05,11281.34,211.61,107.1887,77.2986,188.7914,121.0817,95.352,1014.1360000000001,679.7739999999999,692.428
2008-11-04,1529.79,364.87,11987.4,218.423,108.22,78.2342,203.8077,126.9963,99.353,994.863,688.802,693.189
2008-11-05,1449.82,356.64,12522.37,217.35,108.7965,78.896,196.4566,122.2204,97.398,993.416,691.062,695.893
2008-11-06,1377.22,336.83,11704.18,202.017,109.6803,79.676,186.0346,116.9407,96.06,1008.625,691.062,699.0239999999999
2008-11-07,1417.3,343.3,11287.02,204.59,109.8048,79.9473,184.2951,113.6465,96.323,1007.955,688.363,700.562
2008-11-10,1399.49,345.42,11942.53,211.203,109.8908,80.1507,191.5878,115.9232,97.93299999999999,1008.5089999999999,691.59,701.4730000000001
2008-11-11,1368.66,331.68,11584.67,201.28400000000002,109.8908,80.2172,180.1767,112.148,96.12200000000001,1022.195,691.59,702.665
2008-11-12,1298.04,321.14,11435.03,193.264,109.8962,80.3322,171.6866,111.9186,94.20700000000001,1023.4639999999999,699.37,705.617
2008-11-13,1388.01,319.36,10834.13,189.88,109.5553,79.6662,173.8697,113.1501,92.435,1032.109,697.622,704.699
2008-11-14,1330.29,321.83,11128.37,192.12400000000002,109.21700000000001,79.4674,171.0814,114.2224,97.39399999999999,1016.321,701.2189999999999,707.7289999999999
2008-11-17,1295.99,313.69,11207.52,188.44799999999998,107.9806,78.4444,169.5414,111.3801,97.302,1015.197,704.944,707.5880000000001
2008-11-18,1308.92,316.12,10952.18,181.343,106.3727,77.0521,167.554,112.9861,95.994,1019.316,712.1039999999999,707.7289999999999
2008-11-19,1228.97,303.65,10879.6,177.4,102.5508,75.9994,169.0075,109.5226,96.37299999999999,1024.183,717.6669999999999,714.382
2008-11-20,1146.51,292.67,10129.79,168.25099999999998,100.6676,75.4167,156.9665,106.0458,98.061,1029.203,728.2080000000001,722.455
2008-11-21,1219.21,285.43,10402.99,169.46,98.6696,73.6036,159.6988,105.07,103.68799999999999,1031.846,726.5010000000001,721.515
2008-11-24,1298.14,309.68,10402.99,175.979,98.4306,73.2315,170.1381,109.53299999999999,107.352,1006.2689999999999,718.47,718.413
2008-11-25,1306.78,311.66,10946.82,181.389,98.0698,73.5674,159.504,109.5838,107.365,997.584,732.615,722.436
2008-11-26,1353.31,311.82,10801.23,186.065,98.5388,73.3741,170.6497,110.3361,106.161,1004.4810000000001,741.057,726.12
2008-11-27,1353.31,319.3,11011.87,190.669,98.5388,73.193,170.6497,110.3361,106.161,1002.26,741.057,725.612
2008-11-28,1366.39,323.43,11194.51,191.044,98.973,73.2927,166.0576,107.6625,107.169,1013.488,745.457,727.063
2008-12-01,1244.44,304.08,11043.21,186.128,98.9224,73.373,159.3982,105.2851,101.647,1017.9830000000001,757.105,734.4789999999999
2008-12-02,1294.21,309.27,10341.56,181.72400000000002,99.2035,72.5272,153.9074,103.4244,102.49700000000001,1013.312,758.998,741.677
2008-12-03,1328.14,311.04,10526.21,182.50599999999997,99.0061,72.286,152.6449,99.4727,100.822,1017.643,764.216,745.0889999999999
2008-12-04,1289.26,309.65,10421.19,181.922,98.5052,72.2712,143.8677,96.8945,100.16799999999999,1011.2389999999999,771.0219999999999,740.954
2008-12-05,1336.33,297.78,10412.34,180.38299999999998,98.2989,71.4668,135.9616,91.0924,98.428,1022.627,760.9019999999999,744.6030000000001
2008-12-08,1387.8,317.82,10953.56,194.78799999999998,98.595,71.5039,138.6475,95.0867,100.665,1003.534,758.762,734.327
2008-12-09,1355.75,322.08,11041.44,194.96599999999998,98.6252,71.454,136.2762,93.9223,101.307,1000.61,763.1489999999999,728.086
2008-12-10,1371.97,322.15,11389.11,204.002,98.3063,71.5642,138.9593,96.1337,105.834,998.956,758.9760000000001,730.3430000000001
2008-12-11,1333.09,319.68,11468.42,206.34099999999998,98.8822,71.6219,145.1397,98.2798,108.163,974.255,767.87,729.905
2008-12-12,1342.47,310.95,10831.02,200.122,99.0407,71.5519,141.6548,93.8425,107.365,978.7189999999999,770.75,723.627
2008-12-15,1325.48,309.86,11394.92,204.11,98.1694,71.4308,140.7359,92.9202,109.459,960.325,773.64,729.706
2008-12-16,1393.56,312.22,11267.83,207.454,98.6743,71.4751,141.0889,91.2776,110.27,952.15,788.388,734.0110000000001
2008-12-17,1380.24,309.88,11326.35,212.641,98.7027,71.4832,137.6574,92.4527,113.646,918.143,795.6560000000001,746.93
2008-12-18,1351.07,309.58,11398.3,214.157,100.9676,71.6593,132.7021,90.5251,112.61200000000001,925.9989999999999,799.2610000000001,745.2860000000001
2008-12-19,1355.06,308.19,11294.79,211.169,103.4031,71.5182,131.5706,92.7932,109.57600000000001,946.758,791.1439999999999,743.945
2008-12-22,1330.35,303.32,11472.67,205.831,103.8494,71.9102,127.1888,94.5269,110.859,943.551,790.65,748.929
2008-12-23,1317.6,302.88,11472.67,201.66299999999998,104.9067,72.0895,130.6092,92.4436,109.66799999999999,944.99,792.38,748.18
2008-12-24,1325.65,301.93,11200.86,200.892,105.8639,72.0895,126.3867,91.4384,110.963,943.6510000000001,789.0369999999999,748.18
2008-12-25,1325.65,301.93,11326.27,200.445,105.8639,72.0895,126.3867,91.4384,110.963,943.6510000000001,789.0369999999999,748.18
2008-12-26,1332.75,301.93,11510.69,200.12900000000002,105.9022,72.0895,128.6322,92.065,113.999,943.6510000000001,793.845,748.18
2008-12-29,1327.89,303.56,11520.77,202.451,106.9103,72.5429,134.7855,91.3214,114.536,933.3430000000001,797.194,751.398
2008-12-30,1360.48,308.97,11668.8,205.481,108.2268,72.5631,132.3536,92.1917,113.84200000000001,937.2860000000001,793.582,747.565
2008-12-31,1379.78,311.26,11668.8,205.94400000000002,108.6395,72.4694,138.3418,96.9222,115.713,944.076,781.306,747.565
2009-01-01,1379.78,311.26,11668.8,206.368,108.6395,72.4694,138.3418,96.9222,115.713,944.076,781.306,747.565
2009-01-02,1423.56,320.89,11668.8,211.018,108.1379,72.6208,144.5248,101.0623,115.085,947.182,769.953,750.855
2009-01-05,1416.94,327.53,11910.56,217.571,111.3033,73.1245,149.7705,100.3196,112.24600000000001,962.4810000000001,768.9910000000001,746.1239999999999
2009-01-06,1428.01,334.08,11960.24,220.642,115.2437,73.8981,149.7748,105.0615,113.319,964.427,770.433,737.0219999999999
2009-01-07,1385.72,330.07,12168.87,216.21599999999998,117.7134,75.3394,140.5675,101.97200000000001,110.139,952.87,771.3960000000001,732.821
2009-01-08,1390.47,327.66,11691.01,210.11,118.0866,76.3248,136.1354,98.8519,111.814,949.115,777.784,738.0239999999999
2009-01-09,1360.86,326.17,11638.83,207.565,117.3533,76.9136,134.8885,102.3289,111.882,959.222,779.607,746.5110000000001
2009-01-12,1330.15,321.06,11638.83,201.042,117.9193,77.0959,131.8845,97.2347,107.431,963.936,785.698,749.572
2009-01-13,1332.55,316.56,11081.85,200.2,117.6658,77.4189,130.9847,99.8656,107.398,978.321,784.8389999999999,749.497
2009-01-14,1288.05,302.77,11114.17,197.27700000000002,117.8181,77.4189,128.2764,96.9462,105.833,980.957,790.725,754.818
2009-01-15,1289.79,300.13,10567.39,191.391,116.9828,77.5712,126.615,95.6068,105.677,987.268,791.096,757.3839999999999
2009-01-16,1299.55,302.94,10839.82,195.49599999999998,115.9958,77.3639,124.8774,97.11200000000001,109.935,978.084,787.2639999999999,752.992
2009-01-19,1299.55,297.86,10874.99,194.046,115.9958,77.1906,124.8774,97.11200000000001,109.935,984.163,787.2639999999999,749.904
2009-01-20,1230.93,291.56,10623.35,188.11900000000003,116.061,77.036,119.8917,95.8844,111.921,998.465,785.173,748.405
2009-01-21,1284.66,289.75,10407.15,187.257,115.6675,76.7003,124.7201,90.7436,111.25399999999999,1000.5880000000001,773.273,750.725
2009-01-22,1265.2,287.12,10604.84,186.985,115.2005,76.2975,122.6388,89.4402,112.404,995.319,768.561,743.067
2009-01-23,1272.01,286.55,10201.17,184.46099999999998,114.6619,75.8123,126.5088,93.3519,117.26299999999999,997.414,766.76,735.785
2009-01-26,1279.08,295.33,10118.05,187.584,114.0182,75.9333,125.1109,97.21600000000001,118.961,982.6139999999999,764.8430000000001,728.942
2009-01-27,1293.05,295.74,10618.11,188.696,114.3529,76.3055,118.6716,92.5216,117.74700000000001,979.328,772.9689999999999,731.567
2009-01-28,1336.56,305.29,10677.67,193.87599999999998,114.8584,76.8236,120.5795,93.7774,116.257,973.801,766.206,734.054
2009-01-29,1292.36,299.75,10868.6,193.593,115.1887,77.4059,121.6229,92.1076,118.413,989.7389999999999,758.424,732.806
2009-01-30,1262.91,300.43,10529.83,192.644,115.48200000000001,77.5054,121.0712,91.4754,121.274,997.4810000000001,757.2389999999999,728.995
2009-02-02,1262.24,292.78,10371.67,188.16099999999997,115.5692,76.839,117.7199,91.7765,118.50399999999999,996.966,765.166,731.328
2009-02-03,1282.24,298.23,10307.82,191.15099999999998,115.568,76.9493,118.28299999999999,95.3704,116.584,991.638,756.199,727.5980000000001
2009-02-04,1273.3,306.14,10588.95,195.016,115.8428,77.4422,119.1737,96.5497,117.851,994.623,752.8910000000001,725.707
2009-02-05,1294.2,305.88,10471.34,195.235,115.7124,77.5819,121.7933,94.8471,119.419,995.242,754.8910000000001,728.174
2009-02-06,1329.39,312.2,10638.59,202.861,116.4787,77.6417,121.2847,99.2887,119.432,993.635,750.763,726.426
2009-02-09,1331.39,313.5,10496.87,205.518,116.6024,77.422,120.852,98.4827,116.62299999999999,982.435,748.7689999999999,724.247
2009-02-10,1266.02,304.8,10466.46,204.271,116.8426,77.2375,115.8213,95.3636,119.419,989.586,760.235,728.81
2009-02-11,1276.47,303.81,10466.46,201.419,117.1961,77.1813,114.6986,94.1684,123.37700000000001,998.0830000000001,764.63,739.159
2009-02-12,1278.9,299.89,10149.57,197.487,116.4859,77.1797,113.6571,93.1614,123.991,1001.0989999999999,768.334,746.403
2009-02-13,1266.22,300.88,10247.1,201.71599999999998,116.1592,77.1688,111.4789,93.3031,123.07600000000001,997.97,757.169,744.686
2009-02-16,1266.22,296.79,10208.6,199.266,116.1592,77.2336,111.4789,93.3031,123.07600000000001,1005.33,757.169,749.675
2009-02-17,1208.69,289.41,10071.22,189.567,115.86,76.8407,103.3312,88.5103,126.381,1018.243,770.301,753.949
2009-02-18,1207.71,288.67,9924.91,187.915,115.18,76.6369,100.7792,88.816,127.779,1020.6160000000001,764.403,753.6469999999999
2009-02-19,1193.74,288.72,9955.48,189.764,114.1173,76.2824,104.1242,90.2869,127.557,1014.187,755.684,746.035
