,US S&P 500,EU Stoxx 600,Japan Nikkei 225,MSCI EM USD,US HY,EU HY,BCOM Energy,BCOM Industrial Metals,BCOM Gold,Dollar Index,US 10Y Bond,Germany Bund 10Y
2012-11-23,2284.66,485.07,13310.53,397.332,208.1609,148.0444,95.0884,148.5277,221.7526,896.427,981.2860000000001,1015.931
2012-11-26,2280.07,482.72,13341.99,397.029,208.5267,148.1587,93.1635,149.1072,221.525,893.444,983.433,1019.081
2012-11-27,2268.3,484.25,13390.82,397.569,208.886,148.2853,92.9918,150.0246,220.6147,894.7539999999999,985.085,1017.043
2012-11-28,2286.6,484.84,13228.04,395.531,209.0137,148.3984,91.8294,149.5472,217.3272,897.444,987.702,1024.365
2012-11-29,2296.63,490.46,13359.53,400.531,209.5649,148.5015,91.1989,152.7806,218.6801,892.94,988.1260000000001,1023.238
2012-11-30,2297.0,489.52,13423.66,401.82,209.9632,148.7948,90.6316,155.1549,216.5559,894.235,989.207,1022.727
2012-12-03,2286.11,490.15,13440.95,402.101,210.3487,149.0007,90.9126,155.5883,217.618,889.655,987.507,1019.812
2012-12-04,2282.24,490.38,13404.4,401.94699999999995,210.6666,149.2748,89.8249,154.6624,214.419,887.368,988.587,1022.158
2012-12-05,2286.36,491.64,13456.1,405.977,211.4213,149.6351,90.8652,155.4991,214.1662,889.14,990.75,1028.597
2012-12-06,2294.34,495.02,13564.56,407.54,211.8014,149.7632,89.6098,154.0412,215.1777,890.666,991.5239999999999,1034.6660000000002
2012-12-07,2301.17,495.64,13539.31,408.657,212.3864,149.9195,88.3133,154.4682,215.6455,896.91,988.425,1034.976
2012-12-10,2302.01,496.32,13548.35,410.66900000000004,212.5283,149.6423,87.2888,157.30700000000002,216.7708,894.923,989.043,1033.734
2012-12-11,2317.09,497.99,13536.37,412.865,212.9081,149.9082,87.1016,156.5629,216.1639,892.576,986.8789999999999,1031.77
2012-12-12,2318.49,498.3,13616.15,415.601,213.2541,150.1314,87.4902,157.6636,217.2134,890.446,983.487,1030.223
2012-12-13,2304.25,496.53,13845.33,416.082,213.41299999999998,150.3721,86.6148,156.1133,214.5455,889.8489999999999,980.26,1028.162
2012-12-14,2294.78,496.11,13837.98,416.185,213.2845,150.5223,87.0372,156.7956,214.5708,890.5010000000001,980.873,1026.826
2012-12-17,2322.05,495.82,13967.75,415.086,213.3087,150.726,87.2892,155.784,214.7225,886.16,976.888,1026.107
2012-12-18,2348.75,498.09,14101.52,417.574,213.4743,150.8697,88.3792,155.6576,211.2454,885.305,972.461,1021.4889999999999
2012-12-19,2330.99,500.21,14438.87,420.343,213.6478,151.1658,88.4725,154.4392,210.86599999999999,879.8910000000001,974.5880000000001,1018.8330000000001
2012-12-20,2344.13,500.5,14266.82,420.159,213.7297,151.2078,89.8134,152.3025,208.1096,879.4989999999999,974.5880000000001,1020.565
2012-12-21,2322.26,498.97,14125.75,416.31199999999995,213.5439,151.3305,88.93,153.2352,209.9051,883.957,977.7860000000001,1025.1580000000001
2012-12-24,2316.8,498.2,14125.75,416.596,213.6826,151.4205,87.9001,152.4425,209.8292,884.243,976.258,1025.1580000000001
2012-12-25,2316.8,498.2,14324.79,417.269,213.6826,151.4205,87.9001,152.4425,209.8292,884.243,976.258,1025.1580000000001
2012-12-26,2305.72,498.2,14558.97,417.985,213.6949,151.4721,89.4934,153.2894,209.9809,884.243,977.936,1025.1580000000001
2012-12-27,2303.21,498.41,14690.78,419.156,213.7681,151.5263,89.3142,153.8916,210.3603,882.8969999999999,982.062,1033.052
2012-12-28,2277.92,495.17,14793.53,421.46,213.6664,151.6138,89.62200000000001,152.5299,209.37400000000002,886.702,982.3689999999999,1034.085
2012-12-31,2316.52,496.77,14793.53,421.467,213.6663,151.6786,88.86200000000001,154.0011,211.8902,886.5039999999999,980.681,1034.085
2013-01-01,2316.52,496.77,14793.53,421.69300000000004,213.6663,151.6786,88.86200000000001,154.0011,211.8902,886.5039999999999,980.681,1034.085
2013-01-02,2375.69,506.83,14793.53,430.652,214.4023,152.1049,88.4621,158.8547,213.5339,884.76,974.3989999999999,1017.85
2013-01-03,2370.72,509.54,14793.53,432.464,214.9128,152.5373,87.9316,156.5723,211.7385,891.862,969.375,1012.76
2013-01-04,2382.26,511.32,15210.4,430.556,215.0807,152.7903,88.5832,154.08700000000002,208.4889,897.39,968.315,1004.456
2013-01-07,2374.83,509.19,15083.6,429.724,215.2578,153.2792,88.54,153.4252,208.1602,895.638,968.92,1007.57
2013-01-08,2367.69,508.52,14954.17,427.365,215.5021,153.4541,88.3197,153.4703,210.1706,894.508,971.645,1011.298
2013-01-09,2374.01,512.04,15054.51,428.631,215.63099999999997,153.7332,87.3177,153.8514,209.3264,896.123,973.6189999999999,1012.814
2013-01-10,2392.05,510.69,15159.92,430.215,215.8646,153.8186,88.2648,155.4995,212.1698,890.296,970.2719999999999,1003.9019999999999
2013-01-11,2392.12,510.05,15371.86,428.63699999999994,216.0667,153.9025,88.8706,154.0695,209.9715,883.982,972.091,999.987
2013-01-14,2389.89,508.15,15371.86,431.71,216.2447,153.8853,89.765,152.0568,211.083,884.763,973.306,1004.586
2013-01-15,2392.59,508.19,15482.17,428.82099999999997,216.0928,153.5812,89.6842,152.3841,212.9266,885.387,975.587,1009.81
2013-01-16,2393.26,508.38,15085.63,427.918,215.9283,153.4863,89.8105,151.3823,212.8256,887.988,975.8919999999999,1010.618
2013-01-17,2406.78,510.72,15098.72,428.694,216.2615,153.644,91.0683,153.0639,213.7853,886.185,971.775,1004.453
2013-01-18,2415.0,510.16,15530.86,431.725,216.3997,153.6935,91.9657,153.4905,213.3054,889.275,974.3560000000001,1010.078
2013-01-21,2415.0,511.51,15295.25,430.68199999999996,216.5239,153.7571,91.9657,153.4905,213.3054,889.2510000000001,974.3560000000001,1005.836
2013-01-22,2425.77,511.29,15241.44,431.116,216.6264,153.653,92.2815,154.6271,214.0884,888.148,975.574,1008.049
2013-01-23,2429.46,512.33,14924.17,430.106,216.8482,153.4842,91.9392,154.821,213.2676,886.584,975.8789999999999,1012.7869999999999
2013-01-24,2429.53,513.69,15114.7,428.405,217.0847,153.1258,91.4872,154.5793,211.1461,888.671,975.2689999999999,1008.837
2013-01-25,2442.76,515.16,15549.86,427.153,217.3063,153.2056,91.4832,153.3644,209.4667,885.5889999999999,967.193,1001.775
2013-01-28,2438.29,514.53,15404.22,424.37199999999996,217.3455,153.1853,90.4871,153.8154,208.9868,885.495,965.38,994.6619999999999
2013-01-29,2450.83,516.2,15465.6,427.591,216.9734,152.8411,90.7725,154.959,209.9591,886.0360000000001,965.38,994.961
2013-01-30,2441.71,513.25,15817.46,426.93,216.6119,152.2539,91.8638,158.2815,212.3457,881.74,965.078,991.08
2013-01-31,2435.56,510.74,15852.63,427.278,215.8851,151.722,91.89200000000001,157.5117,209.8707,879.806,965.9830000000001,995.738
2013-02-01,2460.08,512.48,15927.6,428.81800000000004,215.7692,151.7674,92.0293,159.8562,210.9567,876.632,964.4739999999999,996.834
2013-02-04,2431.73,504.84,16025.82,428.79,215.6047,151.5904,91.3966,159.4266,211.6891,881.9,968.091,1003.1139999999999
2013-02-05,2457.26,507.79,15722.06,426.76800000000003,215.145,151.4668,92.5801,159.2729,211.3229,883.934,965.368,998.7
2013-02-06,2458.82,506.01,16315.3,425.24,215.0155,151.6019,92.7733,157.8803,211.9922,886.3919999999999,969.1389999999999,1002.096
2013-02-07,2455.09,504.86,16163.47,423.579,214.77200000000002,151.6367,91.3757,157.3997,211.0451,887.6510000000001,970.502,1004.9019999999999
2013-02-08,2468.97,511.03,15873.26,424.11699999999996,214.6581,151.6499,91.7875,159.0307,210.4895,889.988,970.35,1005.002
2013-02-11,2467.56,507.95,15873.26,423.273,214.7517,151.7435,91.9844,157.64700000000002,208.2418,891.005,969.895,1005.203
2013-02-12,2471.59,510.53,16180.62,423.523,214.7891,151.9009,91.8864,158.792,208.3049,890.888,967.47,1002.187
2013-02-13,2473.86,513.03,16013.09,425.86400000000003,215.0824,152.1795,92.4006,159.0758,207.7367,887.0219999999999,964.7489999999999,997.177
2013-02-14,2475.78,512.19,16092.6,426.24800000000005,215.2077,152.2836,91.4851,159.0555,206.5244,894.082,968.668,1002.561
2013-02-15,2473.35,511.38,15902.67,426.525,215.3163,152.3697,90.8874,159.2917,203.2412,891.701,968.365,1000.055
2013-02-18,2473.35,510.35,16236.5,425.67199999999997,215.4408,152.44299999999998,90.8874,159.2917,203.2412,893.952,968.365,1004.255
2013-02-19,2491.76,516.13,16185.93,425.533,215.5846,152.5509,91.9325,155.1147,202.572,894.43,966.549,1004.8580000000001
2013-02-20,2460.93,514.68,16322.48,427.333,215.7149,152.6941,90.8793,153.6898,199.2635,893.685,967.757,1000.8380000000001
2013-02-21,2445.8,507.19,16095.97,421.228,215.4804,152.6169,89.428,151.2302,199.3393,902.913,970.932,1010.446
2013-02-22,2467.51,513.79,16205.29,421.327,215.5665,152.7283,90.0901,150.3978,198.6069,903.419,971.9939999999999,1012.8710000000001
2013-02-25,2422.33,513.48,16598.94,421.745,215.8823,152.9505,91.1244,150.0154,200.3495,900.238,977.803,1011.8580000000001
2013-02-26,2437.4,507.02,16234.81,417.075,215.7019,152.4973,90.1944,150.1092,203.9989,907.7360000000001,979.56,1025.822
2013-02-27,2468.83,511.66,16028.52,418.63599999999997,215.9148,152.547,89.4743,149.6202,201.4986,906.665,978.6419999999999,1027.771
2013-02-28,2466.78,516.59,16463.47,421.91,216.2206,152.7328,89.5426,148.6306,199.2762,905.3589999999999,979.712,1026.743
2013-03-01,2472.55,514.96,16530.44,421.348,216.247,152.691,88.7836,146.6192,198.5438,912.487,982.008,1032.0819999999999
2013-03-04,2483.97,514.74,16595.83,416.656,216.4345,152.8161,89.0854,146.1707,198.5564,913.168,980.4739999999999,1032.0819999999999
2013-03-05,2507.79,524.03,16640.21,420.124,216.851,153.0638,89.8414,146.8162,198.8721,909.972,979.555,1027.232
2013-03-06,2511.01,522.94,16994.59,424.186,217.0816,153.3053,89.12899999999999,145.3788,198.8721,911.421,976.341,1027.771
2013-03-07,2515.74,522.83,17045.59,423.43699999999995,217.2651,153.4861,90.4263,146.6737,198.8973,910.812,971.612,1023.454
2013-03-08,2527.14,527.06,17495.0,426.652,217.3863,153.6765,91.1738,146.1052,199.1246,916.6389999999999,966.7539999999999,1019.668
2013-03-11,2535.51,526.55,17588.19,425.73,217.5189,153.7605,91.1529,145.9303,199.2685,918.325,966.7539999999999,1022.319
2013-03-12,2529.51,526.75,17539.42,423.38,217.6413,153.8015,91.0429,147.6633,200.9971,914.0169999999999,969.322,1025.59
2013-03-13,2533.43,526.95,17432.39,419.95599999999996,217.7068,153.7429,91.0798,146.6422,200.5808,919.51,969.171,1026.616
2013-03-14,2547.66,532.66,17633.96,419.44800000000004,217.8669,153.9402,92.3899,147.3866,200.8709,919.9169999999999,969.322,1026.616
2013-03-15,2543.53,530.8,17890.27,417.282,218.1055,153.974,93.2639,146.1379,201.1105,912.46,973.26,1029.182
2013-03-18,2529.53,529.75,17405.56,412.461,217.9318,153.726,93.2525,143.1221,202.6112,917.086,976.301,1034.843
2013-03-19,2523.44,527.49,17758.21,410.4,218.0619,153.8075,92.7815,142.7216,203.4562,917.087,979.81,1041.88
2013-03-20,2540.35,529.54,17758.21,410.954,218.0699,153.8217,93.4131,143.9829,202.9643,917.1669999999999,978.1260000000001,1038.546
2013-03-21,2519.35,526.09,17996.72,409.39599999999996,218.1314,153.8146,92.587,143.7218,203.7589,919.0939999999999,978.279,1040.2069999999999
2013-03-22,2537.41,525.37,17573.48,406.788,218.1833,153.8394,92.824,145.2204,202.7878,915.725,979.3489999999999,1039.271
2013-03-25,2528.95,523.99,17869.63,409.514,218.328,153.9301,92.6967,144.1152,202.5986,916.452,979.961,1042.9089999999999
2013-03-26,2549.23,524.92,17763.04,412.09,218.1998,153.8463,94.3699,142.9302,201.4384,919.2280000000001,981.186,1043.951
2013-03-27,2547.83,522.67,17921.93,413.475,218.3332,153.6598,95.2893,143.2348,202.6869,924.3489999999999,985.325,1051.259
2013-03-28,2558.17,525.07,17695.53,413.726,218.2061,153.59,95.1659,141.8936,201.2366,920.57,983.939,1050.944
2013-03-29,2558.17,525.07,17784.57,414.64300000000003,218.2061,153.59,95.1659,141.8936,201.2366,920.57,983.939,1050.944
2013-04-01,2546.84,525.07,17407.46,413.202,218.4385,153.63299999999998,95.2225,141.4044,201.8924,920.57,985.323,1050.944
2013-04-02,2560.02,531.77,17218.7,412.42,218.6492,153.65,94.6934,140.0803,198.7396,918.692,983.937,1048.316
2013-04-03,2533.35,527.01,17733.35,410.793,218.7928,153.8314,92.1964,138.7318,195.9147,919.171,988.0880000000001,1051.252
2013-04-04,2543.72,521.54,18124.02,407.639,218.7524,153.9477,92.0021,139.746,195.77599999999998,925.387,992.4110000000001,1055.877
2013-04-05,2532.81,513.4,18409.63,404.101,218.5088,154.076,92.8273,139.2458,198.7396,914.5319999999999,995.512,1059.89
2013-04-08,2549.36,514.58,18924.54,403.746,218.6929,154.2312,93.009,139.9735,198.3108,915.453,992.557,1057.134
2013-04-09,2558.4,515.36,18924.2,407.366,218.9527,154.4033,93.0113,142.3323,200.1016,913.832,992.092,1054.174
2013-04-10,2589.71,524.66,19061.59,410.82800000000003,219.4512,154.7333,93.4235,141.4179,196.5831,913.3969999999999,988.217,1049.43
2013-04-11,2599.07,528.01,19436.03,412.73800000000006,219.9342,154.958,93.1349,141.7232,197.3524,911.107,989.452,1048.381
2013-04-12,2591.74,523.65,19344.19,409.00699999999995,220.0812,154.9749,92.8413,138.327,189.3443,912.678,993.7810000000001,1054.985
2013-04-15,2532.21,520.47,19043.69,402.51800000000003,219.9447,155.0925,90.7377,136.9452,171.6508,910.909,994.4019999999999,1056.673
2013-04-16,2568.43,516.44,18965.91,404.776,219.8517,155.0837,90.7493,138.8578,174.9675,908.944,993.47,1053.3980000000001
2013-04-17,2531.65,508.64,19197.51,401.825,219.7422,155.1973,89.9743,135.7775,174.3748,910.6089999999999,994.557,1058.77
2013-04-18,2514.74,508.66,18963.95,400.379,219.7615,155.0359,92.1837,136.7101,175.6107,913.977,995.334,1059.088
2013-04-19,2537.06,511.56,19102.25,405.968,219.8199,155.0923,92.4243,134.7207,176.0016,914.294,993.934,1056.546
2013-04-22,2548.92,512.5,19463.58,406.35699999999997,220.1155,155.3064,91.6812,134.5793,179.2301,918.294,994.8660000000001,1059.927
2013-04-23,2575.47,525.02,19408.04,405.509,220.4976,155.4856,91.4183,133.6991,177.6663,919.715,994.711,1057.171
2013-04-24,2575.72,529.0,19858.19,408.68800000000005,220.8365,155.745,91.7863,135.6956,179.5454,920.666,995.0219999999999,1058.228
2013-04-25,2586.17,533.18,19976.71,412.602,221.3654,155.8468,92.8689,138.0614,184.3755,914.7080000000001,994.556,1058.3339999999998
2013-04-26,2581.48,531.73,19916.72,410.652,221.6158,155.9519,92.8728,135.0043,183.3161,915.702,998.2860000000001,1061.932
2013-04-29,2600.07,534.86,19916.72,412.736,222.0392,156.2377,94.7965,136.5769,185.0565,910.862,998.442,1063.2069999999999
2013-04-30,2606.55,533.78,19883.34,417.76800000000003,222.5409,156.6047,93.7752,134.69899999999998,185.6492,911.137,997.5060000000001,1062.356
2013-05-01,2582.38,534.22,19795.1,417.23400000000004,222.9063,156.5952,92.2392,130.8145,182.3829,902.827,1000.0,1062.356
2013-05-02,2606.82,536.14,19644.03,417.12199999999996,223.3596,156.6799,91.2576,130.5414,185.0817,904.936,1000.313,1068.518
2013-05-03,2634.48,541.91,19644.03,419.119,223.8741,156.92700000000002,92.235,137.149,184.6529,912.919,992.498,1057.726
2013-05-06,2639.52,542.02,19644.03,420.681,224.1006,157.1599,92.5682,137.0783,185.1321,912.919,990.637,1057.8319999999999
2013-05-07,2653.44,543.51,20341.48,423.38599999999997,224.4618,157.2586,91.4563,136.6835,182.7108,910.257,990.173,1050.109
2013-05-08,2665.22,547.48,20492.75,426.87300000000005,224.6431,157.4492,92.2096,138.9256,185.8503,907.9639999999999,991.72,1054.52
2013-05-09,2656.26,547.95,20357.61,426.68699999999995,224.6439,157.4849,92.3555,137.6106,185.1973,908.797,991.1,1054.942
2013-05-10,2667.76,550.25,20954.45,422.76099999999997,224.2827,157.5098,91.4071,137.3439,181.1567,919.291,984.7510000000001,1041.9660000000001
2013-05-13,2668.05,549.31,21205.01,419.25199999999995,223.9259,157.4875,90.9631,137.2857,180.8669,921.538,983.674,1044.362
2013-05-14,2695.52,551.65,21170.88,421.31199999999995,223.4734,157.267,91.5023,135.4168,179.6322,922.7289999999999,981.215,1042.796
2013-05-15,2709.9,556.32,21655.18,421.33,223.2262,157.1952,92.1281,134.1129,176.0668,929.638,982.442,1041.753
2013-05-16,2696.41,556.27,21570.85,421.459,223.2182,157.2897,91.4537,134.9932,174.8951,927.93,988.582,1048.733
2013-05-17,2724.22,557.8,21715.56,421.25,223.2905,157.3467,92.9955,135.4236,172.0982,932.81,982.558,1050.201
2013-05-20,2722.33,560.03,22035.01,422.296,223.4333,157.5153,93.5588,136.7683,174.5423,931.268,982.097,1044.005
2013-05-21,2727.07,560.53,22064.0,422.341,223.4783,157.5365,93.8198,136.4001,173.7108,931.0319999999999,983.018,1038.472
2013-05-22,2704.73,561.86,22417.23,422.351,223.5706,157.6199,92.8408,137.9683,172.4006,928.86,976.413,1041.275
2013-05-23,2697.09,549.94,20777.2,413.452,222.5385,157.4209,93.413,135.3381,175.4746,928.828,976.7180000000001,1039.089
2013-05-24,2695.65,548.87,20961.49,413.776,222.253,157.3677,93.2317,134.7827,174.8069,927.5160000000001,977.4810000000001,1041.063
2013-05-27,2695.65,550.7,20287.56,414.543,222.3769,157.5348,93.2317,134.7827,174.8069,927.5160000000001,977.4810000000001,1037.732
2013-05-28,2712.77,557.75,20530.46,415.531,222.2256,157.4766,93.3772,135.5642,173.8242,928.1,968.0880000000001,1033.1660000000002
2013-05-29,2693.95,547.46,20551.23,411.452,220.9186,157.2946,92.0284,135.5258,175.3487,926.802,968.7689999999999,1028.93
2013-05-30,2704.15,549.47,19493.39,409.892,220.7769,156.9697,90.7331,137.1347,177.8936,923.169,968.807,1032.222
2013-05-31,2665.47,544.67,19759.5,407.05,220.429,156.7303,89.3573,136.86,175.4998,921.8910000000001,966.2339999999999,1032.016
2013-06-03,2681.48,540.56,19024.01,402.901,219.418,156.3429,90.2779,138.578,177.88099999999997,921.488,967.895,1030.287
2013-06-04,2666.78,542.38,19414.11,405.345,219.0163,156.3762,90.6429,139.9445,176.02900000000002,917.174,967.1389999999999,1028.124
2013-06-05,2630.49,534.51,18669.76,400.265,217.3801,155.9824,90.7489,140.4172,176.1928,916.7760000000001,969.4060000000001,1032.853
2013-06-06,2653.08,528.35,18510.75,397.736,216.8187,155.4474,89.7745,138.7848,178.3723,911.331,971.678,1029.444
2013-06-07,2687.16,535.08,18472.75,396.19800000000004,218.1611,155.2594,90.3968,137.0224,174.24,904.659,964.846,1028.827
2013-06-10,2686.34,534.76,19386.05,393.152,218.2033,155.5381,89.9428,135.7491,174.6179,907.439,961.529,1023.2710000000001
2013-06-11,2659.08,528.45,19104.06,385.685,216.4893,154.93200000000002,88.8932,133.3249,173.484,904.3789999999999,962.581,1022.1460000000001
2013-06-12,2637.26,526.95,19063.46,385.69599999999997,216.7981,154.8033,89.6404,133.1817,175.3738,899.289,960.475,1022.6569999999999
2013-06-13,2676.52,526.65,17852.83,381.69300000000004,216.3546,154.2965,90.6606,131.7702,173.5848,895.4889999999999,964.227,1026.747
2013-06-14,2660.77,527.77,18198.74,385.789,217.2241,154.6748,90.6146,132.4449,174.8195,895.949,969.952,1033.626
2013-06-17,2680.93,531.61,18697.66,387.464,217.8449,154.9812,91.5496,132.0989,174.2526,893.9760000000001,967.072,1032.8
2013-06-18,2701.85,531.2,18660.59,386.031,217.9307,155.1535,92.1395,131.128,172.2116,895.23,966.316,1026.913
2013-06-19,2664.44,530.06,19001.95,383.344,217.9956,155.1631,92.63799999999999,130.7015,173.1061,891.95,953.482,1029.275
2013-06-20,2598.09,514.36,18672.27,367.91900000000004,214.5788,154.2076,89.8433,127.7015,162.0444,907.0369999999999,945.735,1015.791
2013-06-21,2605.03,508.44,18981.55,364.74300000000005,214.1533,153.9219,88.1527,128.6722,162.7752,909.939,937.903,1008.2739999999999
2013-06-24,2573.4,500.0,18742.68,357.80699999999996,211.4359,152.9049,88.2584,126.2184,160.8979,914.06,934.972,997.385
2013-06-25,2598.01,507.3,18608.96,358.86199999999997,211.30200000000002,152.8312,87.5799,127.9095,160.64600000000002,912.694,932.635,999.679
2013-06-26,2623.3,516.17,18433.05,365.426,212.3518,153.1621,88.21799999999999,126.5091,154.9388,915.653,936.8610000000001,1004.577
2013-06-27,2639.72,519.57,18979.87,372.611,213.7026,153.6272,87.5705,127.1289,152.6458,917.935,941.3989999999999,1008.8969999999999
2013-06-28,2628.41,517.06,19646.04,381.13800000000003,214.1313,153.7822,87.0716,127.1304,154.1702,916.429,940.664,1009.502
2013-07-01,2642.84,523.02,19897.67,381.837,214.4495,153.9753,87.7905,130.6892,158.2018,920.0989999999999,940.37,1010.209
2013-07-02,2641.81,520.92,20251.37,377.87199999999996,214.7693,154.1365,89.2134,130.6799,156.6522,922.471,941.105,1011.2189999999999
2013-07-03,2643.99,518.01,20189.35,370.032,214.58599999999998,153.6082,90.5435,130.1025,157.7231,922.613,938.752,1016.9830000000001
2013-07-04,2643.99,530.16,20136.73,374.09,214.6272,153.8078,90.5435,130.1025,157.7231,927.8889999999999,938.752,1017.288
2013-07-05,2670.97,523.19,20554.78,372.27099999999996,214.1687,154.1701,90.9962,126.4347,152.7844,933.0239999999999,922.7639999999999,1010.8789999999999
2013-07-08,2685.56,530.57,20266.6,367.634,213.8527,154.3563,91.9123,128.3021,155.5813,933.808,928.5310000000001,1013.71
2013-07-09,2705.0,534.58,20788.82,370.379,214.4797,154.8204,91.4875,127.1527,156.9666,933.033,930.562,1019.995
2013-07-10,2705.58,535.11,20707.95,371.615,214.9344,154.8583,92.6571,128.8949,157.1504,933.242,928.5260000000001,1020.199
2013-07-11,2742.45,538.2,20788.36,382.68300000000005,216.5389,155.1431,91.6707,130.7479,161.233,920.789,938.1010000000001,1023.7689999999999
2013-07-12,2750.91,537.57,20836.72,383.699,217.2715,155.1327,92.685,130.7661,160.9336,919.172,936.049,1031.038
2013-07-15,2754.7,539.83,20836.72,386.525,217.7696,155.1922,92.9638,129.2321,161.66299999999998,919.45,939.852,1028.461
2013-07-16,2744.48,536.08,20970.12,386.95099999999996,218.6096,155.3069,93.0758,130.4259,162.4931,915.095,940.7330000000001,1031.546
2013-07-17,2752.31,539.25,20992.99,389.64300000000003,219.1506,155.3622,92.9589,129.0088,160.833,912.3610000000001,944.702,1034.125
2013-07-18,2766.37,544.18,21270.88,388.903,220.0928,155.5215,94.9809,129.1352,161.6756,917.123,942.193,1037.124
2013-07-19,2770.88,544.35,20956.9,386.091,220.53799999999998,155.6949,94.7128,129.9713,162.7446,914.753,945.432,1037.02
2013-07-22,2776.55,545.16,21054.76,387.54900000000004,220.8718,155.9805,93.3404,131.2311,168.1904,911.117,945.58,1036.813
2013-07-23,2771.41,543.62,21227.8,393.68800000000005,221.1127,156.1845,94.0946,131.5606,167.9263,909.0939999999999,944.1030000000001,1032.873
2013-07-24,2760.87,546.66,21159.96,392.68199999999996,220.5042,156.2794,92.9996,131.5784,166.0272,908.58,939.087,1021.5110000000001
2013-07-25,2767.97,544.0,20918.57,391.05800000000005,219.1446,156.1797,92.456,130.7669,167.2094,908.081,937.913,1017.0160000000001
2013-07-26,2770.26,542.69,20296.67,390.74199999999996,218.8726,156.2177,91.4408,128.1255,166.2536,904.153,941.577,1019.051
2013-07-29,2760.03,542.97,19624.24,387.64,218.8924,156.2503,90.6058,127.8136,167.222,903.575,940.1060000000001,1018.847
2013-07-30,2761.13,543.65,19924.02,387.584,218.98,156.3402,89.7859,125.9096,166.6183,902.939,939.078,1018.745
2013-07-31,2761.04,543.98,19634.56,385.12,218.653,156.4946,90.7397,128.3007,165.1342,907.1189999999999,939.225,1017.93
2013-08-01,2795.86,550.73,20119.48,387.865,218.537,156.6793,91.4541,129.4446,164.9079,906.821,929.2460000000001,1018.133
2013-08-02,2800.49,552.29,20780.84,388.36699999999996,218.1649,156.7459,90.6061,129.7415,164.8198,907.301,940.426,1020.2719999999999
2013-08-05,2796.53,553.36,20481.87,388.795,218.0587,156.8951,90.0149,129.2964,163.8011,906.312,938.222,1016.3939999999999
2013-08-06,2780.59,551.11,20687.32,384.73,217.855,156.9843,89.3205,128.8251,161.2983,903.691,938.3689999999999,1014.87
2013-08-07,2770.63,550.3,19860.23,381.37,217.5412,156.9542,88.0704,129.1549,161.6504,901.329,941.008,1016.798
2013-08-08,2781.84,552.77,19545.08,384.92900000000003,217.6415,157.0304,88.0602,132.6744,164.7444,897.054,942.625,1017.1030000000001
2013-08-09,2772.27,555.96,19558.91,386.96,217.7689,157.1118,88.6255,134.8952,165.0336,897.003,942.625,1017.0010000000001
2013-08-12,2769.14,556.25,19421.35,389.615,217.8017,157.2651,89.6129,135.1217,167.8005,900.4580000000001,940.8580000000001,1016.493
2013-08-13,2777.26,559.36,19920.65,392.965,217.7386,157.3749,89.8829,135.2482,166.0775,903.808,932.184,1002.567
2013-08-14,2763.26,561.35,20183.77,393.786,217.7006,157.3857,90.4451,136.1081,167.6999,904.003,932.9119999999999,1003.4689999999999
2013-08-15,2724.12,555.41,19756.8,390.792,217.1135,157.3667,91.4705,136.2353,171.1586,904.738,930.288,995.04
2013-08-16,2715.21,557.27,19609.77,389.92,216.9568,157.2708,91.2694,138.298,172.4288,897.2239999999999,925.4910000000001,996.135
2013-08-19,2699.32,554.37,19764.95,384.54900000000004,216.5493,157.1792,91.7549,136.6538,171.7622,898.2869999999999,922.02,993.2460000000001
2013-08-20,2709.71,549.78,19245.26,379.38300000000004,216.1743,156.9418,91.3672,136.6739,172.6301,894.273,927.206,1000.0
2013-08-21,2694.14,547.08,19285.41,376.19300000000004,215.9194,156.83700000000002,91.1098,135.18,172.3156,896.5219999999999,923.005,998.325
2013-08-22,2717.38,552.41,19200.42,375.431,215.6921,156.7748,92.0637,135.3581,172.4037,900.4960000000001,918.823,992.36
2013-08-23,2728.4,554.55,19624.76,379.726,215.9218,156.8496,92.2831,136.1703,175.5479,900.818,924.279,987.82
2013-08-26,2717.41,554.13,19589.89,379.75,216.2245,156.8926,92.2113,135.6674,175.2083,900.818,926.012,994.4630000000001
2013-08-27,2674.26,544.16,19454.98,372.717,216.3016,156.8657,94.1141,135.4476,178.6166,900.436,932.595,1000.181
2013-08-28,2681.97,542.22,19173.35,370.434,216.2798,156.7627,95.0089,133.9771,178.4406,898.307,928.005,1001.081
2013-08-29,2687.5,546.29,19347.64,374.957,216.5061,156.8741,94.5701,132.1059,177.6985,905.587,930.5060000000001,1000.13
2013-08-30,2679.14,541.18,19245.8,378.505,216.6637,156.952,93.5471,130.5253,175.5856,906.752,929.6339999999999,1001.63
2013-09-02,2679.14,551.4,19510.38,382.151,216.6555,157.0528,93.5471,130.5253,175.5856,908.113,929.6339999999999,995.22
2013-09-03,2690.4,549.32,20093.29,380.415,216.9708,157.2254,94.5799,131.7905,177.5853,909.5989999999999,922.952,996.595
2013-09-04,2712.67,550.46,20201.72,382.04699999999997,216.7972,157.2353,94.2221,129.59,174.8184,909.877,918.6260000000001,993.194
2013-09-05,2716.01,554.53,20217.46,386.314,216.3916,157.2395,93.6395,129.7984,172.6804,911.1389999999999,912.31,984.615
2013-09-06,2716.39,557.32,19924.32,389.631,216.5003,157.2516,93.9678,131.1887,174.3782,911.5089999999999,917.1569999999999,988.135
